site_name,company_name,link,latitude,longitude,address,homepage,phone,sales_phone,email,sales_email,opening_hours,site_type,id,image_path
Société de Dragage de la Haute Dranse,,https://www.google.com/maps/place/Soci%C3%A9t%C3%A9+de+Dragage+de+la+Haute+Dranse/data=!4m7!3m6!1s0x478c1c5619e55549:0x62872e40f90d8faa!8m2!3d46.20595!4d6.675773!16s%2Fg%2F1tflf41c!19sChIJSVXlGVYcjEcRqo8N-UAuh2I?authuser=0&amp;hl=en&amp;rclk=1,46.206,6.6758,"Le Vernay Bron, 74430 Saint-Jean-d'Aulps, France",,#ERROR!,,,,,Quarry,b7af4f17-6877-44fb-804f-307236289800,data/images/train/b7af4f17-6877-44fb-804f-307236289800_46.206_6.6758.png
Pellerey Frères,,https://www.google.com/maps/place/Pellerey+Fr%C3%A8res/data=!4m7!3m6!1s0x478991d9a25b63cf:0x6ae69b7926a21ff3!8m2!3d45.2059948!4d6.6741046!16s%2Fg%2F1tdgj47t!19sChIJz2NbotmRiUcR8x-iJnmb5mo?authuser=0&amp;hl=en&amp;rclk=1,45.206,6.6741,"Rte du Bourget, 73500 Modane, France",,#ERROR!,,,,,Quarry,d826a000-baa1-461f-8745-85c9c7483a9e,data/images/train/d826a000-baa1-461f-8745-85c9c7483a9e_45.206_6.6741.png
Carrières Transports Bouzon-Barral,,https://www.google.com/maps/place/Carri%C3%A8res+Transports+Bouzon-Barral/data=!4m7!3m6!1s0x4789634c9b972b43:0xb3219f612c14990d!8m2!3d45.5692029!4d6.7191394!16s%2Fg%2F1v6wn5_n!19sChIJQyuXm0xjiUcRDZkULGGfIbM?authuser=0&amp;hl=en&amp;rclk=1,45.5692,6.7191,"70 Rue du Plan des Bergères, 73210 La Plagne-Tarentaise, France",bouzonbarral.com,#ERROR!,,,,,Quarry,ae939dd9-ecec-475f-bf2c-0593ae1c7a5b,data/images/train/ae939dd9-ecec-475f-bf2c-0593ae1c7a5b_45.5692_6.7191.png
Carrière de Granier-Bonvillard,,https://www.google.com/maps/place/Carri%C3%A8re+de+Granier-Bonvillard/data=!4m7!3m6!1s0x4789637aca01ae2b:0xe548b4a8660d8114!8m2!3d45.5868345!4d6.6612456!16s%2Fg%2F11gh2wl8_h!19sChIJK64BynpjiUcRFIENZqi0SOU?authuser=0&amp;hl=en&amp;rclk=1,45.5868,6.6612,"73210 La Côte-d'Aime, France",,,,,,{},Quarry,dc6660f6-8f71-4f8e-986b-1637b13a6180,data/images/train/dc6660f6-8f71-4f8e-986b-1637b13a6180_45.5868_6.6612.png
Porzio Agregats,,https://www.google.com/maps/place/Porzio+Agregats/data=!4m7!3m6!1s0x478956be3e39b537:0x304df88c28935dd2!8m2!3d45.9192504!4d6.7291097!16s%2Fg%2F1thp_lz5!19sChIJN7U5Pr5WiUcR0l2TKIz4TTA?authuser=0&amp;hl=en&amp;rclk=1,45.9193,6.7291,"1510 Rue de la Centrale, 74190 Passy, France",,#ERROR!,,,,,Quarry,7cf7f099-081b-4040-9061-d4b97ead2eae,data/images/train/7cf7f099-081b-4040-9061-d4b97ead2eae_45.9193_6.7291.png
Carrière de la Chéniaz,,https://www.google.com/maps/place/Carri%C3%A8re+de+la+Ch%C3%A9niaz/data=!4m7!3m6!1s0x478e9dfddaaaaaab:0x7a5b51c6fa39d84e!8m2!3d46.3945031!4d6.7778468!16s%2Fg%2F11txv1_5n1!19sChIJq6qq2v2djkcRTtg5-sZRW3o?authuser=0&amp;hl=en&amp;rclk=1,46.3945,6.7778,"74500 Saint-Gingolph, France",,,,,,,Quarry,df24cbbf-d0af-49aa-b0e0-04c7478d25f0,data/images/train/df24cbbf-d0af-49aa-b0e0-04c7478d25f0_46.3945_6.7778.png
Entreprise CHB,,https://www.google.com/maps/place/Entreprise+CHB/data=!4m7!3m6!1s0x478e9dd883ca8601:0xc0912f0ccfc5494e!8m2!3d46.3958597!4d6.7776075!16s%2Fg%2F1tcv9t6g!19sChIJAYbKg9idjkcRTknFzwwvkcA?authuser=0&amp;hl=en&amp;rclk=1,46.3959,6.7776,"La Chenilla, 74500 Saint-Gingolph, France",,#ERROR!,,,,,Quarry,2662a59b-df2d-4386-96af-1258d21477eb,data/images/train/2662a59b-df2d-4386-96af-1258d21477eb_46.3959_6.7776.png
Carrières TP Giachino (Sablière de Malgovert),,https://www.google.com/maps/place/Carri%C3%A8res+TP+Giachino+%28Sabli%C3%A8re+de+Malgovert%29/data=!4m7!3m6!1s0x47896f33acb87a5f:0xb7bdac4ce89e8e46!8m2!3d45.6189298!4d6.7878124!16s%2Fg%2F1tj4xlr1!19sChIJX3q4rDNviUcRRo6e6Eysvbc?authuser=0&amp;hl=en&amp;rclk=1,45.6189,6.7878,"Zone artisanale des, Rue des Glières, 73700 Séez, France",,#ERROR!,,,,"{'Thursday': ['7a.m.–12p.m.', '1:30–5:30p.m.'], 'Friday': ['7a.m.–12p.m.', '1:30–5:30p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Monday': ['7a.m.–12p.m.', '1:30–5:30p.m.'], 'Tuesday': ['7a.m.–12p.m.', '1:30–5:30p.m.'], 'Wednesday': ['7a.m.–12p.m.', '1:30–5:30p.m.']}",Quarry,73aa059b-53ca-4158-8c48-e026aac1e2c6,data/images/train/73aa059b-53ca-4158-8c48-e026aac1e2c6_45.6189_6.7878.png
Viale Sa,,https://www.google.com/maps/place/Viale+Sa/data=!4m7!3m6!1s0x478951d06248e90f:0x961aaf2f3ccb2b40!8m2!3d45.8991864!4d6.8255026!16s%2Fg%2F1tfnrw_3!19sChIJD-lIYtBRiUcRQCvLPC-vGpY?authuser=0&amp;hl=en&amp;rclk=1,45.8992,6.8255,"123 Chem. des Sablières, 74310 Les Houches, France",,#ERROR!,,,,,Quarry,14e33630-ea10-4101-8c5a-af4cc8d54c25,data/images/train/14e33630-ea10-4101-8c5a-af4cc8d54c25_45.8992_6.8255.png
Prysmian,,https://www.google.com/maps/place/Prysmian/data=!4m7!3m6!1s0x47ef0f8e0f1bbf31:0xb3a4755ec381f537!8m2!3d48.1675!4d3.2760682!16s%2Fg%2F11g8p54gl5!19sChIJMb8bD44P70cRN_WBw151pLM?authuser=0&amp;hl=en&amp;rclk=1,48.1675,3.2761,"1 Rue du Port au Vin, 89100 Gron, France",fr.prysmiangroup.com,#ERROR!,,,,,Manufacturer,61699165-ce4b-4403-aa16-66a13809ea09,data/images/train/61699165-ce4b-4403-aa16-66a13809ea09_48.1675_3.2761.png
Totaro Armature Société,,https://www.google.com/maps/place/Totaro+Armature+Soci%C3%A9t%C3%A9/data=!4m7!3m6!1s0x47f3def5d2051f67:0x2a1151e6931f7e2f!8m2!3d46.4863062!4d4.0131252!16s%2Fg%2F1x5f9q10!19sChIJZx8F0vXe80cRL34fk-ZRESo?authuser=0&amp;hl=en&amp;rclk=1,46.4863,4.0131,"17 Parc d'Activités des Blattiers, 71160 Digoin, France",totarogroupe.fr,#ERROR!,,,,,Manufacturer,9d7d9fee-aa84-4a4c-9e28-49b7251e7298,data/images/train/9d7d9fee-aa84-4a4c-9e28-49b7251e7298_46.4863_4.0131.png
Les Enrobés Bressans,,https://www.google.com/maps/place/Les+Enrob%C3%A9s+Bressans/data=!4m7!3m6!1s0x47f33d1cbb1f8b41:0xcc3b150e2991ebc3!8m2!3d46.5312309!4d5.0445462!16s%2Fg%2F1v8h_sck!19sChIJQYsfuxw980cRw-uRKQ4VO8w?authuser=0&amp;hl=en&amp;rclk=1,46.5312,5.0445,"La rippe Bony, 71470 Romenay, France",tmf-groupe.fr,#ERROR!,,,,,Manufacturer,23d72aec-1bed-4a82-ad09-2d599a37c420,data/images/train/23d72aec-1bed-4a82-ad09-2d599a37c420_46.5312_5.0445.png
Lons Enrobés,,https://www.google.com/maps/place/Lons+Enrob%C3%A9s/data=!4m7!3m6!1s0x478d2d4242cca26d:0x2c849d4a788b16c8!8m2!3d46.7897911!4d5.4496369!16s%2Fg%2F11rfdctdpl!19sChIJbaLMQkItjUcRyBaLeEqdhCw?authuser=0&amp;hl=en&amp;rclk=1,46.7898,5.4496,"Champs à L'Asne, 39140 Commenailles, France",,#ERROR!,,,,,Manufacturer,bd053a37-a9a1-456a-9f1a-b92c3647645c,data/images/train/bd053a37-a9a1-456a-9f1a-b92c3647645c_46.7898_5.4496.png
EQIOM Granulats - Carrière Andryes,,https://www.google.com/maps/place/EQIOM+Granulats+-+Carri%C3%A8re+Andryes/data=!4m7!3m6!1s0x47ee2f1f71ab3c61:0xb99920b6f84cc83a!8m2!3d47.5253077!4d3.4848299!16s%2Fg%2F11tbz154w6!19sChIJYTyrcR8v7kcROshM-LYgmbk?authuser=0&amp;hl=en&amp;rclk=1,47.5253,3.4848,"Ld les malpierres, 89480 Andryes, France",eqiom.com,#ERROR!,,,,,Quarry,38968192-f503-4dd6-9365-4b612a69e018,data/images/train/38968192-f503-4dd6-9365-4b612a69e018_47.5253_3.4848.png
Granulats Vicat,,https://www.google.com/maps/place/Granulats+Vicat/data=!4m7!3m6!1s0x47f3ab30682decf3:0x1e82a9c8ba81401!8m2!3d46.713145!4d4.671557!16s%2Fg%2F11j087b7c3!19sChIJ8-wtaDCr80cRARSoi5wq6AE?authuser=0&amp;hl=en&amp;rclk=1,46.7131,4.6716,"RD 977, Les Chaumes, 71390 Montagny-lès-Buxy, France",granulats-vicat.fr,#ERROR!,,,,"{'Friday': ['7:20–11:45a.m.', '1:30–3:55p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Monday': ['7:20–11:45a.m.', '1:30–5p.m.'], 'Tuesday': ['7:20–11:45a.m.', '1:30–5p.m.'], 'Wednesday': ['7:20–11:45a.m.', '1:30–5p.m.'], 'Thursday': ['7:20–11:45a.m.', '1:30–5p.m.']}",Quarry,3228f268-be2d-476f-98ce-da21dedf9ae9,data/images/train/3228f268-be2d-476f-98ce-da21dedf9ae9_46.7131_4.6716.png
SBEC - GROUPE BOILLOT,,https://www.google.com/maps/place/SBEC+-+GROUPE+BOILLOT/data=!4m7!3m6!1s0x478d5bcca55a9b73:0xa757c8be53ff6883!8m2!3d47.2262445!4d5.6895654!16s%2Fg%2F11vb3l1m5b!19sChIJc5tapcxbjUcRg2j_U77IV6c?authuser=0&amp;hl=en&amp;rclk=1,47.2262,5.6896,"Rue des Vignes, 39350 Taxenne, France",sbtc-terrassement.fr,#ERROR!,,,,"{'Friday': ['1:30–5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Monday': ['7a.m.–12p.m.', '1:30–5p.m.'], 'Tuesday': ['7a.m.–12p.m.', '1:30–5p.m.'], 'Wednesday': ['7a.m.–12p.m.', '1:30–5p.m.'], 'Thursday': ['7a.m.–12p.m.']}",Quarry,546e2ea8-be15-41cd-942e-cd6bf6df4fe0,data/images/train/546e2ea8-be15-41cd-942e-cd6bf6df4fe0_47.2262_5.6896.png
Carrière de Chemaudin et Vaux-CMNE-Carrières et Matériaux Nord-Est,,https://www.google.com/maps/place/Carri%C3%A8re+de+Chemaudin+et+Vaux-CMNE-Carri%C3%A8res+et+Mat%C3%A9riaux+Nord-Est/data=!4m7!3m6!1s0x478d676b76574313:0x286be04c20d36c1a!8m2!3d47.2093627!4d5.8960436!16s%2Fg%2F11gbzcm835!19sChIJE0NXdmtnjUcRGmzTIEzgayg?authuser=0&amp;hl=en&amp;rclk=1,47.2094,5.896,"Route Départementale 216, 25320 Chemaudin et Vaux, France",cmne-materiaux.fr,#ERROR!,,,,"{'Friday': ['7:30a.m.–12p.m.', '1:30–4p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Monday': ['7:30a.m.–12p.m.', '1:30–5p.m.'], 'Tuesday': ['7:30a.m.–12p.m.', '1:30–5p.m.'], 'Wednesday': ['7:30a.m.–12p.m.', '1:30–5p.m.'], 'Thursday': ['7:30a.m.–12p.m.', '1:30–5p.m.']}",Quarry,dc6bbf03-57d3-4c51-b9e2-205a94bc661b,data/images/train/dc6bbf03-57d3-4c51-b9e2-205a94bc661b_47.2094_5.896.png
Carrière des Brasselettes,,https://www.google.com/maps/place/Carri%C3%A8re+des+Brasselettes/data=!4m7!3m6!1s0x478c956ccd045479:0x59976d95a67e0a8e!8m2!3d46.3599957!4d5.7018377!16s%2Fg%2F11pxngc3pg!19sChIJeVQEzWyVjEcRjgp-ppVtl1k?authuser=0&amp;hl=en&amp;rclk=1,46.36,5.7018,"les brasselettes, 39360 Jeurre, France",jstp.fr,#ERROR!,,,,,Quarry,71ded35e-3ddb-499e-acea-21ee65b29b94,data/images/train/71ded35e-3ddb-499e-acea-21ee65b29b94_46.36_5.7018.png
Carrière de Scey-sur-Saône- CMNE – Carrières et Matériaux Nord Est,,https://www.google.com/maps/place/Carri%C3%A8re+de+Scey-sur-Sa%C3%B4ne-+CMNE+%E2%80%93+Carri%C3%A8res+et+Mat%C3%A9riaux+Nord+Est/data=!4m7!3m6!1s0x4792eb89f67bd37d:0x65d548cd595f15ec!8m2!3d47.6741718!4d5.9772402!16s%2Fg%2F11nfmnf5y6!19sChIJfdN79onrkkcR7BVfWc1I1WU?authuser=0&amp;hl=en&amp;rclk=1,47.6742,5.9772,"route de Port-Sur-Saône , RD23, 70360 Scey-sur-Saône-et-Saint-Albin, France",cmne-materiaux.fr,#ERROR!,,,,"{'Friday': ['7:30a.m.–12p.m.', '1:30–4p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Monday': ['7:30a.m.–12p.m.', '1:30–4:30p.m.'], 'Tuesday': ['7:30a.m.–12p.m.', '1:30–4:30p.m.'], 'Wednesday': ['7:30a.m.–12p.m.', '1:30–4:30p.m.'], 'Thursday': ['7:30a.m.–12p.m.', '1:30–4:30p.m.']}",Quarry,7ea8d41b-9a14-4df4-bc0c-75459d332fb1,data/images/train/7ea8d41b-9a14-4df4-bc0c-75459d332fb1_47.6742_5.9772.png
Carrière de Dampvalley - CMNE – Carrières et Matériaux Nord Est,,https://www.google.com/maps/place/Carri%C3%A8re+de+Dampvalley+-+CMNE+%E2%80%93+Carri%C3%A8res+et+Mat%C3%A9riaux+Nord+Est/data=!4m7!3m6!1s0x4792f5474a886521:0x5e0743bc9d8c4b6b!8m2!3d47.628251!4d6.229288!16s%2Fg%2F11h3cb7pp5!19sChIJIWWISkf1kkcRa0uMnbxDB14?authuser=0&amp;hl=en&amp;rclk=1,47.6283,6.2293,"route De Lure, N19, 70000 Dampvalley-lès-Colombe, France",cmne-materiaux.fr,#ERROR!,,,,"{'Friday': ['7:30a.m.–12p.m.', '1–4p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Monday': ['7:30a.m.–12p.m.', '1–4:30p.m.'], 'Tuesday': ['7:30a.m.–12p.m.', '1–4:30p.m.'], 'Wednesday': ['7:30a.m.–12p.m.', '1–4:30p.m.'], 'Thursday': ['7:30a.m.–12p.m.', '1–4:30p.m.']}",Quarry,16e08b48-f518-47ec-b8da-389511dc890e,data/images/train/16e08b48-f518-47ec-b8da-389511dc890e_47.6283_6.2293.png
Carrière d'Etalans -CMNE – Carrières et Matériaux Nord Est,,https://www.google.com/maps/place/Carri%C3%A8re+d%27Etalans+-CMNE+%E2%80%93+Carri%C3%A8res+et+Mat%C3%A9riaux+Nord+Est/data=!4m7!3m6!1s0x478d8331b0487147:0x194904f1bb73befa!8m2!3d47.160119!4d6.2598839!16s%2Fg%2F11qp50vyzj!19sChIJR3FIsDGDjUcR-r5zu_EESRk?authuser=0&amp;hl=en&amp;rclk=1,47.1601,6.2599,"zi Croix De Pierre, Route Départementale 258, 25580 Étalans, France",cmne-materiaux.fr,#ERROR!,,,,"{'Friday': ['7:30a.m.–12p.m.', '1:30–4p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Monday': ['7:30a.m.–12p.m.', '1:30–5p.m.'], 'Tuesday': ['7:30a.m.–12p.m.', '1:30–5p.m.'], 'Wednesday': ['7:30a.m.–12p.m.', '1:30–5p.m.'], 'Thursday': ['7:30a.m.–12p.m.', '1:30–5p.m.']}",Quarry,d3c5a7de-1794-4553-83b8-2b237a4cbb1e,data/images/train/d3c5a7de-1794-4553-83b8-2b237a4cbb1e_47.1601_6.2599.png
Plateforme d'Argiésans - CMNE-Carrières et Matériaux Nord-Est,,https://www.google.com/maps/place/Plateforme+d%27Argi%C3%A9sans+-+CMNE-Carri%C3%A8res+et+Mat%C3%A9riaux+Nord-Est/data=!4m7!3m6!1s0x47923d2b336a9311:0xaa095899e158c531!8m2!3d47.600247!4d6.808322!16s%2Fg%2F11j8bvz20x!19sChIJEZNqMys9kkcRMcVY4ZlYCao?authuser=0&amp;hl=en&amp;rclk=1,47.6002,6.8083,"Le Bourg, D83, 90800 Argiésans, France",cmne-materiaux.fr,#ERROR!,,,,"{'Friday': ['7:30a.m.–12p.m.', '1–4:30p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Monday': ['7:30a.m.–12p.m.', '1–4:30p.m.'], 'Tuesday': ['7:30a.m.–12p.m.', '1–4:30p.m.'], 'Wednesday': ['7:30a.m.–12p.m.', '1–4:30p.m.'], 'Thursday': ['7:30a.m.–12p.m.', '1–4:30p.m.']}",Quarry,76536efa-a5d0-45b3-83bd-2031fc5dd0b5,data/images/train/76536efa-a5d0-45b3-83bd-2031fc5dd0b5_47.6002_6.8083.png
Sirot Sarl,,https://www.google.com/maps/place/Sirot+Sarl/data=!4m7!3m6!1s0x47f019b1cc8ccb29:0xdde8f33ece8032f2!8m2!3d47.2827909!4d2.9610772!16s%2Fg%2F1thq017j!19sChIJKcuMzLEZ8EcR8jKAzj7z6N0?authuser=0&amp;hl=en&amp;rclk=1,47.2828,2.9611,"7 Bis Av. de la Gare, 58150 Pouilly-sur-Loire, France",sirot58.fr,#ERROR!,,,,"{'Friday': ['7:15–11:45a.m.', '1:30–4p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Monday': ['7:15–11:45a.m.', '1:30–5:15p.m.'], 'Tuesday': ['7:15–11:45a.m.', '1:30–5:15p.m.'], 'Wednesday': ['7:15–11:45a.m.', '1:30–5:15p.m.'], 'Thursday': ['7:15–11:45a.m.', '1:30–5:15p.m.']}",Quarry,b8062704-5d12-49fa-ad1e-37c1548e8683,data/images/train/b8062704-5d12-49fa-ad1e-37c1548e8683_47.2828_2.9611.png
Sauvanet Carrières de la Nièvre S.C.N,,https://www.google.com/maps/place/Sauvanet+Carri%C3%A8res+de+la+Ni%C3%A8vre+S.C.N/data=!4m7!3m6!1s0x47f0215eb903a7e9:0x67f87099701cace4!8m2!3d47.3333346!4d3.0905074!16s%2Fg%2F1tqnkz0_!19sChIJ6acDuV4h8EcR5KwccJlw-Gc?authuser=0&amp;hl=en&amp;rclk=1,47.3333,3.0905,"2 RUE DE LA VIEILLE FORGE, 58150 Suilly-la-Tour, France",facebook.com,#ERROR!,,,,"{'Friday': ['7:45a.m.–12:15p.m.', '1:30–5:45p.m.'], 'Saturday': ['7:45–11:45a.m.'], 'Sunday': ['Closed'], 'Monday': ['7:45a.m.–12:15p.m.', '1:30–5:45p.m.'], 'Tuesday': ['7:45a.m.–12:15p.m.', '1:30–5:45p.m.'], 'Wednesday': ['7:45a.m.–12:15p.m.', '1:30–5:45p.m.'], 'Thursday': ['7:45a.m.–12:15p.m.', '1:30–5:45p.m.']}",Quarry,f110cefa-4036-4b01-a7b9-455cb96339d2,data/images/train/f110cefa-4036-4b01-a7b9-455cb96339d2_47.3333_3.0905.png
Sablières Sirot,,https://www.google.com/maps/place/Sabli%C3%A8res+Sirot/data=!4m7!3m6!1s0x47f04644dd72047f:0xdc92d6638e34158f!8m2!3d47.0419712!4d3.1281289!16s%2Fg%2F11h64fqm9n!19sChIJfwRy3URG8EcRjxU0jmPWktw?authuser=0&amp;hl=en&amp;rclk=1,47.042,3.1281,"60 Rue Voltaire, 58640 Varennes-Vauzelles, France",,#ERROR!,,,,,Quarry,57996ae1-aa4e-4c49-b8e8-a87e9fa48c37,data/images/train/57996ae1-aa4e-4c49-b8e8-a87e9fa48c37_47.042_3.1281.png
Imerys Ceramics France,,https://www.google.com/maps/place/Imerys+Ceramics+France/data=!4m7!3m6!1s0x47f0f7c495df90cd:0xce3546d3e00b652f!8m2!3d46.7913385!4d3.1118572!16s%2Fg%2F1td6rksn!19sChIJzZDflcT38EcRL2UL4NNGNc4?authuser=0&amp;hl=en&amp;rclk=1,46.7913,3.1119,"8 Av. Georges Clemenceau, 58240 Saint-Pierre-le-Moûtier, France",,#ERROR!,,,,,Quarry,569e8963-8efa-47f7-b826-b1c98c82f1d3,data/images/train/569e8963-8efa-47f7-b826-b1c98c82f1d3_46.7913_3.1119.png
Sablés et minéraux,,https://www.google.com/maps/place/Sabl%C3%A9s+et+min%C3%A9raux/data=!4m7!3m6!1s0x47f0f7c873177df3:0x588dbb9ead7a701b!8m2!3d46.7654416!4d3.0962563!16s%2Fg%2F11g6rkq1t2!19sChIJ830Xc8j38EcRG3B6rZ67jVg?authuser=0&amp;hl=en&amp;rclk=1,46.7654,3.0963,"Chemin de la Carrière, 39700 La Barre, France",,,,,,,Quarry,e2960c70-2333-4d8b-80f6-b44fdf487823,data/images/train/e2960c70-2333-4d8b-80f6-b44fdf487823_46.7654_3.0963.png
Bardat Philippe,,https://www.google.com/maps/place/Bardat+Philippe/data=!4m7!3m6!1s0x47ef1198265dee4b:0xad2900f5cbabcf72!8m2!3d48.2127832!4d3.1825782!16s%2Fg%2F1tdltm3g!19sChIJS-5dJpgR70cRcs-ry_UAKa0?authuser=0&amp;hl=en&amp;rclk=1,48.2128,3.1826,"1 Les Roulantes, 89100 Nailly, France",,#ERROR!,,,,,Quarry,2bc076ef-ab61-40e2-88eb-1d819a501768,data/images/train/2bc076ef-ab61-40e2-88eb-1d819a501768_48.2128_3.1826.png
Materiaux Routiers Franciliens,,https://www.google.com/maps/place/Materiaux+Routiers+Franciliens/data=!4m7!3m6!1s0x47ef1422e38e1c81:0xb9c0d3c1d5d418e6!8m2!3d48.2966633!4d3.2019273!16s%2Fg%2F1tdb_zvc!19sChIJgRyO4yIU70cR5hjU1cHTwLk?authuser=0&amp;hl=en&amp;rclk=1,48.2967,3.2019,"Les Basses Veuves, 89140 Pont-sur-Yonne, France",,#ERROR!,,,,,Quarry,bbee57a8-cded-4cdb-b58b-124def9f1e7a,data/images/train/bbee57a8-cded-4cdb-b58b-124def9f1e7a_48.2967_3.2019.png
EQIOM Granulats Saint Eloi,,https://www.google.com/maps/place/EQIOM+Granulats+Saint+Eloi/data=!4m7!3m6!1s0x47f04e70763ada93:0xbb71544d89016074!8m2!3d46.9651031!4d3.2246139!16s%2Fg%2F1tjfg576!19sChIJk9o6dnBO8EcRdGABiU1Ucbs?authuser=0&amp;hl=en&amp;rclk=1,46.9651,3.2246,"Domaine d'Harlot, 58000 Saint-Eloi, France",eqiom-granulats.com,#ERROR!,,,,"{'Friday': ['7:15a.m.–12p.m.', '1:30–5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Monday': ['7:15a.m.–12p.m.', '1:30–5p.m.'], 'Tuesday': ['7:15a.m.–12p.m.', '1:30–5p.m.'], 'Wednesday': ['7:15a.m.–12p.m.', '1:30–5p.m.'], 'Thursday': ['7:15a.m.–12p.m.', '1:30–5p.m.']}",Quarry,7b9e2e3a-55ce-4a86-9cbd-65696bab306d,data/images/train/7b9e2e3a-55ce-4a86-9cbd-65696bab306d_46.9651_3.2246.png
Dlb,,https://www.google.com/maps/place/Dlb/data=!4m7!3m6!1s0x47ef141ed1f4ab99:0xfc47a287cf80f3c2!8m2!3d48.2952804!4d3.2030484!16s%2Fg%2F11b86qq0cp!19sChIJmav00R4U70cRwvOAz4eiR_w?authuser=0&amp;hl=en&amp;rclk=1,48.2953,3.203,"Quai des Veuves, 89140 Pont-sur-Yonne, France",eurovia.fr,#ERROR!,,,,"{'Friday': ['7:30a.m.–12p.m.', '1–3:30p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Monday': ['7:30a.m.–12p.m.', '1–4:30p.m.'], 'Tuesday': ['7:30a.m.–12p.m.', '1–4:30p.m.'], 'Wednesday': ['7:30a.m.–12p.m.', '1–4:30p.m.'], 'Thursday': ['7:30a.m.–12p.m.', '1–4:30p.m.']}",Quarry,f9d22cc3-34f4-4c18-b466-171b498da2e3,data/images/train/f9d22cc3-34f4-4c18-b466-171b498da2e3_48.2953_3.203.png
Ancienne carrière,,https://www.google.com/maps/place/Ancienne+carri%C3%A8re/data=!4m7!3m6!1s0x47ef17829f9a1a3b:0xde603705194a284d!8m2!3d48.3087091!4d3.261832!16s%2Fg%2F11t18_qlbh!19sChIJOxqan4IX70cRTShKGQU3YN4?authuser=0&amp;hl=en&amp;rclk=1,48.3087,3.2618,"8756+FP, 89140 Michery, France",,,,,,,Quarry,95719db9-0930-453e-b8a0-b88c779efb4a,data/images/train/95719db9-0930-453e-b8a0-b88c779efb4a_48.3087_3.2618.png
Granulats Bourgogne Auvergne,,https://www.google.com/maps/place/Granulats+Bourgogne+Auvergne/data=!4m7!3m6!1s0x47f0533980371771:0xdd28669bd9464584!8m2!3d46.879549!4d3.299611!16s%2Fg%2F1vjdpd9f!19sChIJcRc3gDlT8EcRhEVG2ZtmKN0?authuser=0&amp;hl=en&amp;rclk=1,46.8795,3.2996,"Rue Chevret, 58160 Saint-Ouen-sur-Loire, France",,#ERROR!,,,,,Quarry,a3297c34-5544-4595-a102-2026b28f8527,data/images/train/a3297c34-5544-4595-a102-2026b28f8527_46.8795_3.2996.png
TERRALIA ISDI SOUCY,,https://www.google.com/maps/place/TERRALIA+ISDI+SOUCY/data=!4m7!3m6!1s0x47ef115a162d256b:0x64fa5c91bb5927ec!8m2!3d48.2438783!4d3.2927373!16s%2Fg%2F11jcmk2qss!19sChIJayUtFloR70cR7CdZu5Fc-mQ?authuser=0&amp;hl=en&amp;rclk=1,48.2439,3.2927,"89100 Soucy, France",,,,,,"{'Friday': ['7:30a.m.–12p.m.', '1–3:30p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Monday': ['7:30a.m.–12p.m.', '1–3:30p.m.'], 'Tuesday': ['7:30a.m.–12p.m.', '1–3:30p.m.'], 'Wednesday': ['7:30a.m.–12p.m.', '1–3:30p.m.'], 'Thursday': ['7:30a.m.–12p.m.', '1–3:30p.m.']}",Quarry,93b8e17c-9483-4631-93d1-744803945e74,data/images/train/93b8e17c-9483-4631-93d1-744803945e74_48.2439_3.2927.png
EQIOM Granulats,,https://www.google.com/maps/place/EQIOM+Granulats/data=!4m7!3m6!1s0x47f1a8e89bd83a01:0x7a6c721a9a6dddb6!8m2!3d46.8345901!4d3.4358377!16s%2Fg%2F1tf_mn4f!19sChIJATrYm-io8UcRtt1tmhpybHo?authuser=0&amp;hl=en&amp;rclk=1,46.8346,3.4358,"Imp. Rte d'Avril, 58300 Decize, France",eqiom-granulats.com,#ERROR!,,,,"{'Friday': ['7:30a.m.–12p.m.', '1:30–4p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Monday': ['7:30a.m.–12p.m.', '1:30–5p.m.'], 'Tuesday': ['7:30a.m.–12p.m.', '1:30–5p.m.'], 'Wednesday': ['7:30a.m.–12p.m.', '1:30–5p.m.'], 'Thursday': ['7:30a.m.–12p.m.', '1:30–5p.m.']}",Quarry,ac0c59a4-359a-4fd3-9902-b2dde4941799,data/images/train/ac0c59a4-359a-4fd3-9902-b2dde4941799_46.8346_3.4358.png
